candidate_id,position_id,status,ts,filename
8,14,Application Completed,2021-12-28 11:49:51,status.history.resend.2022-01-04_03-09-00.csv
8,14,Application Reviewed,2021-12-31 12:08:06,status.history.resend.2022-01-04_03-09-00.csv
8,14,Phone Interview Requested,2022-01-02 11:40:03,status.history.resend.2022-01-04_03-09-00.csv
8,14,Candidate Withdrew,2022-01-03 10:52:50,status.history.resend.2022-01-04_03-09-00.csv
9,14,Profile Created,2021-12-06 11:33:38,status_history_2022-01-13_03-17-00.csv
9,14,Application Completed,2021-12-25 12:02:30,status_history_2022-01-13_03-17-00.csv
9,14,Application Reviewed,2021-12-31 11:49:13,status_history_2022-01-13_03-17-00.csv
9,14,Phone Interview Requested,2022-01-01 12:17:46,status_history_2022-01-13_03-17-00.csv
9,14,Phone Interview Scheduled,2022-01-03 12:07:51,status_history_2022-01-13_03-17-00.csv
9,14,Phone Interview Completed,2022-01-06 11:17:04,status_history_2022-01-13_03-17-00.csv
9,14,Phone Interview Terminated,2022-01-12 12:09:07,status_history_2022-01-13_03-17-00.csv
9,16,Profile Created,2022-04-04 12:28:24,status_history_2022-05-29_03-06-00.csv
9,16,Application Reviewed,2022-04-17 11:58:08,status_history_2022-05-29_03-06-00.csv
9,16,Application Completed,2022-04-18 12:36:21,status_history_2022-05-29_03-06-00.csv
9,16,Phone Interview Requested,2022-04-20 12:08:17,status_history_2022-05-29_03-06-00.csv
9,16,Phone Interview Scheduled,2022-04-24 11:32:51,status_history_2022-05-29_03-06-00.csv
9,16,Phone Interview Completed,2022-04-29 12:18:34,status_history_2022-05-29_03-06-00.csv
9,16,On-Site Interview Requested,2022-05-02 12:05:03,status_history_2022-05-29_03-06-00.csv
9,16,On-Site Interview Scheduled,2022-05-04 10:54:34,status_history_2022-05-29_03-06-00.csv
9,16,On-Site Interview Completed,2022-05-09 10:59:58,status_history_2022-05-29_03-06-00.csv
9,16,Offer Extended,2022-05-28 11:46:04,status_history_2022-05-29_03-06-00.csv
9,16,Offer Accepted,2022-05-28 12:20:26,status_history_2022-05-29_03-06-00.csv
10,17,Profile Created,2022-06-14 11:32:22,status_history_2022-07-16_03-08-00.csv
10,17,Application Completed,2022-06-28 12:16:28,status_history_2022-07-16_03-08-00.csv
10,17,Application Reviewed,2022-06-29 12:08:35,status_history_2022-07-16_03-08-00.csv
10,17,Phone Interview Requested,2022-07-04 11:58:39,status_history_2022-07-16_03-08-00.csv
10,17,Phone Interview Scheduled,2022-07-07 12:06:25,status_history_2022-07-16_03-08-00.csv
10,17,Phone Interview Completed,2022-07-14 12:02:45,status_history_2022-07-16_03-08-00.csv
10,17,Phone Interview Terminated,2022-07-15 11:44:04,status_history_2022-07-16_03-08-00.csv
11,15,Profile Created,2021-12-31 12:23:06,status_history_2022-01-24_03-06-00.csv
11,15,Application Completed,2022-01-03 11:41:21,status_history_2022-01-24_03-06-00.csv
11,15,Application Reviewed,2022-01-07 11:57:25,status_history_2022-01-24_03-06-00.csv
11,15,Phone Interview Requested,2022-01-13 12:00:24,status_history_2022-01-24_03-06-00.csv
11,15,Phone Interview Scheduled,2022-01-13 12:28:22,status_history_2022-01-24_03-06-00.csv
11,15,Phone Interview Completed,2022-01-18 11:50:08,status_history_2022-01-24_03-06-00.csv
11,15,Phone Interview Terminated,2022-01-23 11:18:15,status_history_2022-01-24_03-06-00.csv
12,15,Profile Created,2021-12-07 11:44:58,status_history_2022-02-17_03-15-00.csv
12,15,Application Completed,2022-01-05 11:28:29,status_history_2022-02-17_03-15-00.csv
12,15,Application Reviewed,2022-01-10 12:07:54,status_history_2022-02-17_03-15-00.csv
12,15,Phone Interview Requested,2022-01-12 11:34:24,status_history_2022-02-17_03-15-00.csv
12,15,Phone Interview Scheduled,2022-01-15 12:21:08,status_history_2022-02-17_03-15-00.csv
12,15,Phone Interview Completed,2022-01-21 12:08:54,status_history_2022-02-17_03-15-00.csv
12,15,On-Site Interview Requested,2022-01-23 12:44:42,status_history_2022-02-17_03-15-00.csv
12,15,On-Site Interview Scheduled,2022-01-26 12:15:40,status_history_2022-02-17_03-15-00.csv
12,15,On-Site Interview Completed,2022-02-15 12:09:11,status_history_2022-02-17_03-15-00.csv
12,15,On-Site Interview Terminated,2022-02-16 11:16:14,status_history_2022-02-17_03-15-00.csv
13,9,Profile Created,2021-08-19 11:29:44,status_history_2021-09-11_03-04-00.csv
13,9,Application Completed,2021-08-21 12:05:45,status_history_2021-09-11_03-04-00.csv
13,9,Application Reviewed,2021-08-30 11:14:24,status_history_2021-09-11_03-04-00.csv
13,9,Phone Interview Requested,2021-08-31 12:15:30,status_history_2021-09-11_03-04-00.csv
13,9,Phone Interview Scheduled,2021-09-01 12:16:22,status_history_2021-09-11_03-04-00.csv
13,9,Phone Interview Completed,2021-09-06 12:15:52,status_history_2021-09-11_03-04-00.csv
13,9,Phone Interview Terminated,2021-09-10 11:40:53,status_history_2021-09-11_03-04-00.csv
13,19,Profile Created,2022-06-20 11:49:37,status_history_2022-07-22_03-16-00.csv
13,19,Application Completed,2022-07-14 12:15:37,status_history_2022-07-22_03-16-00.csv
13,19,Application Reviewed,2022-07-20 12:12:08,status_history_2022-07-22_03-16-00.csv
13,19,Application Terminated,2022-07-21 12:00:12,status_history_2022-07-22_03-16-00.csv
14,18,Profile Created,2022-06-05 13:01:29,status_history_2022-08-04_03-21-00.csv
14,18,Application Completed,2022-06-26 11:18:18,status_history_2022-08-04_03-21-00.csv
14,18,Application Reviewed,2022-06-30 11:33:58,status_history_2022-08-04_03-21-00.csv
14,18,Phone Interview Requested,2022-07-03 12:09:54,status_history_2022-08-04_03-21-00.csv
14,18,Phone Interview Scheduled,2022-07-06 12:15:06,status_history_2022-08-04_03-21-00.csv
14,18,Phone Interview Completed,2022-07-09 12:11:15,status_history_2022-08-04_03-21-00.csv
14,18,On-Site Interview Requested,2022-07-13 11:57:39,status_history_2022-08-04_03-21-00.csv
14,18,On-Site Interview Scheduled,2022-07-17 11:40:12,status_history_2022-08-04_03-21-00.csv
14,18,On-Site Interview Completed,2022-07-28 11:35:31,status_history_2022-08-04_03-21-00.csv
14,18,Offer Extended,2022-08-01 11:33:53,status_history_2022-08-04_03-21-00.csv
14,18,Offer Accepted,2022-08-03 12:39:01,status_history_2022-08-04_03-21-00.csv
15,8,Profile Created,2021-07-19 11:34:43,status_history_2021-09-12_03-12-00.csv
15,8,Application Completed,2021-07-31 12:30:55,status_history_2021-09-12_03-12-00.csv
15,8,Application Reviewed,2021-08-03 11:38:38,status_history_2021-09-12_03-12-00.csv
15,8,Phone Interview Requested,2021-08-07 12:20:25,status_history_2021-09-12_03-12-00.csv
15,8,Phone Interview Scheduled,2021-08-11 12:37:40,status_history_2021-09-12_03-12-00.csv
15,8,Phone Interview Completed,2021-08-14 12:32:56,status_history_2021-09-12_03-12-00.csv
15,8,On-Site Interview Requested,2021-08-18 12:34:07,status_history_2021-09-12_03-12-00.csv
15,8,On-Site Interview Scheduled,2021-08-21 12:54:43,status_history_2021-09-12_03-12-00.csv
15,8,On-Site Interview Completed,2021-08-24 11:48:53,status_history_2021-09-12_03-12-00.csv
15,8,On-Site Interview Terminated,2021-09-11 12:10:15,status_history_2021-09-12_03-12-00.csv
16,15,Profile Created,2021-12-18 11:42:23,status_history_2022-01-13_03-17-00.csv
16,15,Application Completed,2022-01-05 11:26:54,status_history_2022-01-13_03-17-00.csv
16,15,Application Reviewed,2022-01-07 12:02:43,status_history_2022-01-13_03-17-00.csv
16,15,Application Terminated,2022-01-12 11:23:21,status_history_2022-01-13_03-17-00.csv
17,20,Profile Created,2022-08-15 11:49:13,status_history_2022-09-29_03-04-00.csv
17,20,Application Completed,2022-09-08 11:50:19,status_history_2022-09-29_03-04-00.csv
17,20,Application Reviewed,2022-09-14 12:23:01,status_history_2022-09-29_03-04-00.csv
17,20,Phone Interview Requested,2022-09-16 12:00:30,status_history_2022-09-29_03-04-00.csv
17,20,Phone Interview Scheduled,2022-09-20 11:05:47,status_history_2022-09-29_03-04-00.csv
17,20,Phone Interview Completed,2022-09-23 11:37:16,status_history_2022-09-29_03-04-00.csv
17,20,Phone Interview Terminated,2022-09-28 12:04:06,status_history_2022-09-29_03-04-00.csv
18,20,Profile Created,2022-08-28 11:55:24,status_history_2022-10-21_03-16-00.csv
18,20,Application Completed,2022-09-07 11:43:25,status_history_2022-10-21_03-16-00.csv
18,20,Application Reviewed,2022-09-15 12:17:54,status_history_2022-10-21_03-16-00.csv
18,20,Phone Interview Requested,2022-09-16 12:40:33,status_history_2022-10-21_03-16-00.csv
18,20,Phone Interview Scheduled,2022-09-19 12:11:01,status_history_2022-10-21_03-16-00.csv
18,20,Phone Interview Completed,2022-09-22 12:28:04,status_history_2022-10-21_03-16-00.csv
18,20,On-Site Interview Requested,2022-09-28 11:52:18,status_history_2022-10-21_03-16-00.csv
18,20,On-Site Interview Scheduled,2022-10-01 11:41:40,status_history_2022-10-21_03-16-00.csv
18,20,On-Site Interview Completed,2022-10-16 12:41:45,status_history_2022-10-21_03-16-00.csv
18,20,On-Site Interview Terminated,2022-10-20 12:41:44,status_history_2022-10-21_03-16-00.csv
19,19,Profile Created,2022-06-29 12:34:56,status_history_2022-07-22_03-16-00.csv
19,19,Application Completed,2022-07-12 12:18:20,status_history_2022-07-22_03-16-00.csv
19,19,Application Reviewed,2022-07-18 12:07:30,status_history_2022-07-22_03-16-00.csv
19,19,Application Terminated,2022-07-21 11:36:55,status_history_2022-07-22_03-16-00.csv
20,11,Profile Created,2021-09-06 13:09:33,status_history_2021-10-10_03-01-00.csv
20,11,Application Completed,2021-09-29 12:23:41,status_history_2021-10-10_03-01-00.csv
20,11,Application Reviewed,2021-10-03 12:19:48,status_history_2021-10-10_03-01-00.csv
20,11,Application Terminated,2021-10-09 13:04:09,status_history_2021-10-10_03-01-00.csv
21,19,Profile Created,2022-06-27 11:57:09,status_history_2022-08-25_03-03-00.csv
21,19,Application Completed,2022-07-15 11:23:00,status_history_2022-08-25_03-03-00.csv
21,19,Application Reviewed,2022-07-15 12:07:54,status_history_2022-08-25_03-03-00.csv
21,19,Phone Interview Requested,2022-07-20 12:04:58,status_history_2022-08-25_03-03-00.csv
21,19,Phone Interview Scheduled,2022-07-24 12:21:16,status_history_2022-08-25_03-03-00.csv
21,19,Phone Interview Completed,2022-07-25 12:16:23,status_history_2022-08-25_03-03-00.csv
21,19,On-Site Interview Requested,2022-08-01 11:38:06,status_history_2022-08-25_03-03-00.csv
21,19,On-Site Interview Scheduled,2022-08-02 11:48:45,status_history_2022-08-25_03-03-00.csv
21,19,On-Site Interview Completed,2022-08-16 11:30:31,status_history_2022-08-25_03-03-00.csv
21,19,On-Site Interview Terminated,2022-08-24 11:31:33,status_history_2022-08-25_03-03-00.csv
22,11,Profile Created,2021-09-03 12:23:26,status.history.resend.2021-11-13_03-08-00.csv
22,11,Application Completed,2021-09-30 11:48:53,status.history.resend.2021-11-13_03-08-00.csv
22,11,Application Reviewed,2021-10-05 12:20:17,status.history.resend.2021-11-13_03-08-00.csv
22,11,Phone Interview Requested,2021-10-08 12:07:29,status.history.resend.2021-11-13_03-08-00.csv
22,11,Phone Interview Scheduled,2021-10-09 12:08:47,status.history.resend.2021-11-13_03-08-00.csv
22,11,Phone Interview Completed,2021-10-18 11:37:04,status.history.resend.2021-11-13_03-08-00.csv
22,11,On-Site Interview Requested,2021-10-18 12:11:32,status.history.resend.2021-11-13_03-08-00.csv
22,11,On-Site Interview Scheduled,2021-10-22 12:50:42,status.history.resend.2021-11-13_03-08-00.csv
22,11,On-Site Interview Completed,2021-11-01 11:23:33,status.history.resend.2021-11-13_03-08-00.csv
22,11,On-Site Interview Terminated,2021-11-12 12:04:36,status.history.resend.2021-11-13_03-08-00.csv
23,14,Profile Created,2021-11-30 12:13:35,status_history_2022-01-13_03-17-00.csv
23,14,Application Completed,2021-12-27 12:24:10,status_history_2022-01-13_03-17-00.csv
23,14,Application Reviewed,2021-12-30 11:55:59,status_history_2022-01-13_03-17-00.csv
23,14,Phone Interview Requested,2022-01-01 11:40:29,status_history_2022-01-13_03-17-00.csv
23,14,Phone Interview Scheduled,2022-01-04 12:01:23,status_history_2022-01-13_03-17-00.csv
23,14,Phone Interview Completed,2022-01-07 12:05:34,status_history_2022-01-13_03-17-00.csv
23,14,Phone Interview Terminated,2022-01-12 11:28:05,status_history_2022-01-13_03-17-00.csv
24,1,Profile Created,2021-02-05 11:48:38,status_history_2021-03-01_03-16-00.csv
24,1,Application Completed,2021-02-10 11:51:51,status_history_2021-03-01_03-16-00.csv
24,1,Application Reviewed,2021-02-12 11:55:45,status_history_2021-03-01_03-16-00.csv
24,1,Phone Interview Requested,2021-02-16 11:54:45,status_history_2021-03-01_03-16-00.csv
24,1,Phone Interview Scheduled,2021-02-17 11:16:38,status_history_2021-03-01_03-16-00.csv
24,1,Phone Interview Completed,2021-02-25 12:06:43,status_history_2021-03-01_03-16-00.csv
24,1,Phone Interview Terminated,2021-02-28 12:30:50,status_history_2021-03-01_03-16-00.csv
25,15,Profile Created,2021-12-23 11:52:42,status_history_2022-02-16_03-12-00.csv
25,15,Application Completed,2022-01-07 12:00:44,status_history_2022-02-16_03-12-00.csv
25,15,Application Reviewed,2022-01-08 12:10:23,status_history_2022-02-16_03-12-00.csv
25,15,Phone Interview Requested,2022-01-12 12:39:33,status_history_2022-02-16_03-12-00.csv
25,15,Phone Interview Scheduled,2022-01-14 11:44:20,status_history_2022-02-16_03-12-00.csv
25,15,Phone Interview Completed,2022-01-17 11:47:01,status_history_2022-02-16_03-12-00.csv
25,15,On-Site Interview Requested,2022-01-23 11:37:11,status_history_2022-02-16_03-12-00.csv
25,15,On-Site Interview Scheduled,2022-01-24 11:05:10,status_history_2022-02-16_03-12-00.csv
25,15,On-Site Interview Completed,2022-02-02 11:45:33,status_history_2022-02-16_03-12-00.csv
25,15,On-Site Interview Terminated,2022-02-15 12:27:55,status_history_2022-02-16_03-12-00.csv
26,9,Profile Created,2021-07-30 11:31:09,status_history_2021-09-10_03-07-00.csv
26,9,Application Completed,2021-08-23 10:58:37,status_history_2021-09-10_03-07-00.csv
26,9,Application Reviewed,2021-08-28 12:15:29,status_history_2021-09-10_03-07-00.csv
26,9,Phone Interview Requested,2021-08-31 11:55:19,status_history_2021-09-10_03-07-00.csv
26,9,Phone Interview Scheduled,2021-09-02 11:58:54,status_history_2021-09-10_03-07-00.csv
26,9,Phone Interview Terminated,2021-09-09 12:06:17,status_history_2021-09-10_03-07-00.csv
26,9,Phone Interview Completed,2021-09-09 12:15:57,status_history_2021-09-10_03-07-00.csv
27,5,Profile Created,2021-05-31 12:45:31,status_history_2021-07-25_03-19-00.csv
27,5,Application Completed,2021-06-12 11:44:35,status_history_2021-07-25_03-19-00.csv
27,5,Application Reviewed,2021-06-15 12:02:28,status_history_2021-07-25_03-19-00.csv
27,5,Phone Interview Requested,2021-06-20 12:14:03,status_history_2021-07-25_03-19-00.csv
27,5,Phone Interview Scheduled,2021-06-23 11:41:53,status_history_2021-07-25_03-19-00.csv
27,5,Phone Interview Completed,2021-06-27 12:07:49,status_history_2021-07-25_03-19-00.csv
27,5,On-Site Interview Requested,2021-06-29 11:53:06,status_history_2021-07-25_03-19-00.csv
27,5,On-Site Interview Scheduled,2021-07-03 11:39:06,status_history_2021-07-25_03-19-00.csv
27,5,On-Site Interview Completed,2021-07-09 12:01:26,status_history_2021-07-25_03-19-00.csv
27,5,Offer Extended,2021-07-22 12:08:03,status_history_2021-07-25_03-19-00.csv
27,5,Offer Accepted,2021-07-24 11:40:11,status_history_2021-07-25_03-19-00.csv
28,7,Profile Created,2021-07-03 12:01:21,status_history_2021-08-16_03-00-00.csv
28,7,Application Completed,2021-07-30 12:38:51,status_history_2021-08-16_03-00-00.csv
28,7,Application Reviewed,2021-08-03 11:55:57,status_history_2021-08-16_03-00-00.csv
28,7,Phone Interview Requested,2021-08-05 11:22:22,status_history_2021-08-16_03-00-00.csv
28,7,Phone Interview Scheduled,2021-08-08 12:19:31,status_history_2021-08-16_03-00-00.csv
28,7,Phone Interview Completed,2021-08-12 11:51:29,status_history_2021-08-16_03-00-00.csv
28,7,Phone Interview Terminated,2021-08-15 12:03:33,status_history_2021-08-16_03-00-00.csv
29,1,Profile Created,2021-01-24 11:48:31,status_history_2021-03-25_03-18-00.csv
29,1,Application Completed,2021-02-07 12:42:10,status_history_2021-03-25_03-18-00.csv
29,1,Application Reviewed,2021-02-16 11:48:34,status_history_2021-03-25_03-18-00.csv
29,1,Phone Interview Requested,2021-02-16 12:29:53,status_history_2021-03-25_03-18-00.csv
29,1,Phone Interview Scheduled,2021-02-18 12:11:46,status_history_2021-03-25_03-18-00.csv
29,1,Phone Interview Completed,2021-02-25 12:12:59,status_history_2021-03-25_03-18-00.csv
29,1,On-Site Interview Requested,2021-02-28 12:35:34,status_history_2021-03-25_03-18-00.csv
29,1,On-Site Interview Scheduled,2021-03-01 12:32:40,status_history_2021-03-25_03-18-00.csv
29,1,On-Site Interview Completed,2021-03-16 11:50:54,status_history_2021-03-25_03-18-00.csv
29,1,Offer Extended,2021-03-20 11:57:42,status_history_2021-03-25_03-18-00.csv
29,1,Offer Accepted,2021-03-24 11:58:08,status_history_2021-03-25_03-18-00.csv
30,14,Profile Created,2021-12-06 12:34:20,status_history_2022-01-13_03-17-00.csv
30,14,Application Completed,2021-12-25 11:58:59,status_history_2022-01-13_03-17-00.csv
30,14,Application Reviewed,2021-12-31 11:41:11,status_history_2022-01-13_03-17-00.csv
30,14,Phone Interview Requested,2022-01-02 11:58:45,status_history_2022-01-13_03-17-00.csv
30,14,Phone Interview Scheduled,2022-01-05 11:49:45,status_history_2022-01-13_03-17-00.csv
30,14,Phone Interview Completed,2022-01-10 12:25:11,status_history_2022-01-13_03-17-00.csv
30,14,Phone Interview Terminated,2022-01-12 11:46:45,status_history_2022-01-13_03-17-00.csv
31,9,Profile Created,2021-08-12 12:16:48,status_history_2021-09-10_03-07-00.csv
31,9,Application Completed,2021-08-21 11:48:54,status_history_2021-09-10_03-07-00.csv
31,9,Application Reviewed,2021-08-28 11:43:40,status_history_2021-09-10_03-07-00.csv
31,9,Phone Interview Requested,2021-08-31 12:08:29,status_history_2021-09-10_03-07-00.csv
31,9,Phone Interview Scheduled,2021-09-01 11:57:57,status_history_2021-09-10_03-07-00.csv
31,9,Phone Interview Completed,2021-09-05 11:59:07,status_history_2021-09-10_03-07-00.csv
31,9,Phone Interview Terminated,2021-09-09 11:09:50,status_history_2021-09-10_03-07-00.csv
32,4,Profile Created,2021-05-28 12:08:00,status_history_2021-06-23_03-00-00.csv
32,4,Application Completed,2021-06-14 11:50:44,status_history_2021-06-23_03-00-00.csv
32,4,Application Reviewed,2021-06-19 11:47:13,status_history_2021-06-23_03-00-00.csv
32,4,Application Terminated,2021-06-22 11:28:59,status_history_2021-06-23_03-00-00.csv
33,13,Profile Created,2021-12-12 11:47:54,status_history_2021-12-21_03-09-00.csv
33,13,Application Completed,2021-12-16 11:21:30,status_history_2021-12-21_03-09-00.csv
33,13,Application Reviewed,2021-12-16 12:26:03,status_history_2021-12-21_03-09-00.csv
33,13,Application Terminated,2021-12-20 12:34:45,status_history_2021-12-21_03-09-00.csv
34,16,Profile Created,2022-03-28 11:45:05,status_history_2022-04-20_03-15-00.csv
34,16,Application Completed,2022-04-13 11:37:04,status_history_2022-04-20_03-15-00.csv
34,16,Application Reviewed,2022-04-18 11:56:27,status_history_2022-04-20_03-15-00.csv
34,16,Application Terminated,2022-04-19 11:23:52,status_history_2022-04-20_03-15-00.csv
35,2,Profile Created,2021-01-23 12:24:37,status_history_2021-03-21_03-13-00.csv
35,2,Application Completed,2021-02-04 12:02:54,status_history_2021-03-21_03-13-00.csv
35,2,Application Reviewed,2021-02-10 12:07:53,status_history_2021-03-21_03-13-00.csv
35,2,Phone Interview Requested,2021-02-12 12:55:08,status_history_2021-03-21_03-13-00.csv
35,2,Phone Interview Scheduled,2021-02-13 12:19:28,status_history_2021-03-21_03-13-00.csv
35,2,Phone Interview Completed,2021-02-23 11:52:11,status_history_2021-03-21_03-13-00.csv
35,2,On-Site Interview Requested,2021-02-24 11:28:40,status_history_2021-03-21_03-13-00.csv
35,2,On-Site Interview Scheduled,2021-02-26 12:12:07,status_history_2021-03-21_03-13-00.csv
35,2,On-Site Interview Completed,2021-03-13 11:53:20,status_history_2021-03-21_03-13-00.csv
35,2,On-Site Interview Terminated,2021-03-20 12:04:56,status_history_2021-03-21_03-13-00.csv
36,1,Profile Created,2021-01-12 11:54:45,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Application Completed,2021-02-11 11:26:27,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Application Reviewed,2021-02-12 12:10:23,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Phone Interview Requested,2021-02-16 12:06:54,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Phone Interview Scheduled,2021-02-20 12:33:26,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Phone Interview Completed,2021-02-24 11:36:06,workflow-file-Sunday-2021-02-28_03-16-00.csv
36,1,Phone Interview Terminated,2021-02-27 11:48:33,workflow-file-Sunday-2021-02-28_03-16-00.csv
37,15,Profile Created,2021-12-29 10:53:00,status_history_2022-01-08_03-09-00.csv
37,15,Application Completed,2022-01-06 12:38:05,status_history_2022-01-08_03-09-00.csv
37,15,Candidate Withdrew,2022-01-07 11:47:50,status_history_2022-01-08_03-09-00.csv
38,12,Profile Created,2021-10-31 11:31:39,status_history_2021-11-12_03-01-00.csv
38,12,Application Completed,2021-11-05 11:40:21,status_history_2021-11-12_03-01-00.csv
38,12,Application Reviewed,2021-11-07 12:05:04,status_history_2021-11-12_03-01-00.csv
38,12,Application Terminated,2021-11-11 11:27:35,status_history_2021-11-12_03-01-00.csv
39,1,Profile Created,2021-01-22 11:16:57,status_history_2021-02-18_03-17-00.csv
39,1,Application Completed,2021-02-07 12:03:40,status_history_2021-02-18_03-17-00.csv
39,1,Application Reviewed,2021-02-14 11:35:15,status_history_2021-02-18_03-17-00.csv
39,1,Application Terminated,2021-02-17 11:35:22,status_history_2021-02-18_03-17-00.csv
40,8,Profile Created,2021-07-04 12:35:11,status_history_2021-08-09_03-15-00.csv
40,8,Application Completed,2021-07-31 11:50:49,status_history_2021-08-09_03-15-00.csv
40,8,Application Reviewed,2021-08-06 12:12:30,status_history_2021-08-09_03-15-00.csv
40,8,Application Terminated,2021-08-08 12:19:36,status_history_2021-08-09_03-15-00.csv
41,17,Profile Created,2022-06-25 11:46:42,status_history_2022-07-06_03-05-00.csv
41,17,Application Completed,2022-06-29 12:02:05,status_history_2022-07-06_03-05-00.csv
41,17,Application Reviewed,2022-06-30 11:12:05,status_history_2022-07-06_03-05-00.csv
41,17,Application Terminated,2022-07-05 12:22:08,status_history_2022-07-06_03-05-00.csv
42,12,Profile Created,2021-10-29 12:20:41,status_history_2021-11-12_03-01-00.csv
42,12,Application Completed,2021-11-04 11:54:21,status_history_2021-11-12_03-01-00.csv
42,12,Application Reviewed,2021-11-09 12:29:34,status_history_2021-11-12_03-01-00.csv
42,12,Application Terminated,2021-11-11 13:14:46,status_history_2021-11-12_03-01-00.csv
43,5,Profile Created,2021-06-06 12:21:26,status_history_2021-07-21_03-18-00.csv
43,5,Application Completed,2021-06-11 11:19:50,status_history_2021-07-21_03-18-00.csv
43,5,Application Reviewed,2021-06-19 12:38:14,status_history_2021-07-21_03-18-00.csv
43,5,Phone Interview Requested,2021-06-20 12:08:12,status_history_2021-07-21_03-18-00.csv
43,5,Phone Interview Scheduled,2021-06-21 11:49:12,status_history_2021-07-21_03-18-00.csv
